"Locus_name","tree_1","tree_2","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance"
"UCE-1128","One_class","Mixture",76,0.5205,1.1618,0.1676,11,1.2583,NA
"UCE-1131","One_class","Mixture",72,0.5143,2.3125,0.4775,13,5.2753,NA
"UCE-1133","One_class","Mixture",48,0.381,0.6293,0.1147,7,1.3487,NA
"UCE-1136","One_class","Mixture",6,0.2,0.3028,0.0876,2,0.8147,NA
"UCE-1134","One_class","Mixture",90,0.7031,2.0894,0.419,12,3.4455,NA
"UCE-1135","One_class","Mixture",48,0.4528,0.99,0.1555,10,1.3259,NA
"UCE-1138","One_class","Mixture",42,0.3443,0.3803,0.0826,8,0.9358,NA
"UCE-1139","One_class","Mixture",6,0.25,0.0256,0.0079,2,0.0343,NA
"UCE-1141","One_class","Mixture",64,0.6531,2.2368,0.5064,7,3.6009,NA
"UCE-1143","One_class","Mixture",22,0.2075,0.824,0.1927,6,1.4508,NA
"UCE-1148","One_class","Mixture",18,0.1636,0.0805,0.033,5,0.2874,NA
"UCE-114","One_class","Mixture",0,0,0.0074,0.0022,0,0.0126,NA
"UCE-1149","One_class","Mixture",52,0.4483,0.9834,0.2204,10,1.2625,NA
"UCE-1150","One_class","Mixture",50,0.463,1.3785,0.2959,10,4.2552,NA
"UCE-1155","One_class","Mixture",24,0.2449,1.0327,0.222,5,1.3287,NA
"UCE-1157","One_class","Mixture",8,0.1333,0.3288,0.109,3,0.7253,NA
"UCE-1154","One_class","Mixture",84,0.525,2.3557,0.4817,16,5.4759,NA
"UCE-1158","One_class","Mixture",12,0.1579,0.0128,0.0051,2,0.0408,NA
"UCE-1159","One_class","Mixture",22,0.1964,0.8237,0.189,7,1.9468,NA
"UCE-115","One_class","Mixture",54,0.3803,0.863,0.1797,10,3.541,NA
"UCE-1161","One_class","Mixture",0,0,0.0368,0.0102,0,0.1224,NA
"UCE-1163","One_class","Mixture",76,0.6786,1.6385,0.329,16,4.134,NA
"UCE-1162","One_class","Mixture",28,0.2373,0.0146,0.0038,7,0.0337,NA
"UCE-1168","One_class","Mixture",0,0,4e-04,1e-04,0,5e-04,NA
"UCE-1167","One_class","Mixture",52,0.5,0.9112,0.1798,8,1.3362,NA
"UCE-1169","One_class","Mixture",32,0.5,0.7834,0.1665,7,2.2231,NA
"UCE-1170","One_class","Mixture",16,0.1429,0.2365,0.0493,4,0.9199,NA
"UCE-1172","One_class","Mixture",92,0.6765,0.8927,0.174,18,2.475,NA
"UCE-1173","One_class","Mixture",48,0.4211,0.2509,0.0566,9,0.3779,NA
"UCE-1174","One_class","Mixture",22,0.2075,0.2533,0.0699,8,0.806,NA
"UCE-1178","One_class","Mixture",14,0.1228,0.0356,0.0084,4,0.0816,NA
"UCE-117","One_class","Mixture",26,0.1831,0.2706,0.1108,6,1.7643,NA
"UCE-1176","One_class","Mixture",34,0.3778,0.337,0.1239,6,0.5803,NA
"UCE-1181","One_class","Mixture",44,0.3492,0.7243,0.1492,9,1.3856,NA
"UCE-1182","One_class","Mixture",0,0,0.0382,0.0103,0,0.0939,NA
"UCE-1183","One_class","Mixture",24,0.3077,0.361,0.0881,7,0.969,NA
"UCE-1185","One_class","Mixture",0,0,0.0041,0.0011,0,0.0074,NA
"UCE-1187","One_class","Mixture",8,0.0784,0.2251,0.0573,4,0.5045,NA
"UCE-1188","One_class","Mixture",42,0.3818,0.3257,0.0764,9,0.9573,NA
"UCE-1190","One_class","Mixture",0,0,0.0378,0.014,0,0.0989,NA
"UCE-1191","One_class","Mixture",68,0.5231,1.8616,0.3893,14,2.7744,NA
"UCE-1192","One_class","Mixture",16,0.2222,0.1888,0.0615,4,0.4548,NA
"UCE-1193","One_class","Mixture",12,0.1132,0.3948,0.0845,4,1.1449,NA
"UCE-119","One_class","Mixture",0,0,0.0149,0.0046,0,0.0292,NA
"UCE-1194","One_class","Mixture",0,0,0.0652,0.0234,0,0.1895,NA
"UCE-11","One_class","Mixture",32,0.3019,0.5675,0.1289,5,0.791,NA
"UCE-1200","One_class","Mixture",8,0.0769,0.1514,0.0518,2,0.2594,NA
"UCE-1202","One_class","Mixture",4,0.0513,0.0246,0.005,1,0.0823,NA
"UCE-1201","One_class","Mixture",28,0.2593,0.057,0.0283,6,0.1811,NA
"UCE-1203","One_class","Mixture",8,0.0645,0.0528,0.0102,3,0.1692,NA
"UCE-1204","One_class","Mixture",38,0.3276,0.2816,0.0825,8,0.4564,NA
"UCE-1205","One_class","Mixture",82,0.5694,1.8929,0.3972,15,3.4571,NA
"UCE-1207","One_class","Mixture",32,0.3404,1.5108,0.4076,6,3.345,NA
"UCE-1206","One_class","Mixture",76,0.4634,0.9295,0.1397,16,2.5493,NA
"UCE-1209","One_class","Mixture",50,0.4545,0.27,0.0473,9,0.4849,NA
"UCE-120","One_class","Mixture",0,0,0.2412,0.0661,0,0.7092,NA
"UCE-1210","One_class","Mixture",92,0.5974,1.7084,0.2918,15,5.473,NA
"UCE-1211","One_class","Mixture",32,0.2963,0.9731,0.2537,6,1.9511,NA
"UCE-1212","One_class","Mixture",40,0.3774,1.4848,0.3101,6,2.7347,NA
"UCE-1215","One_class","Mixture",30,0.2632,0.1101,0.0272,8,0.1919,NA
"UCE-1216","One_class","Mixture",46,0.451,1.4763,0.3069,7,3.013,NA
"UCE-1219","One_class","Mixture",0,0,0.5754,0.1702,0,1.5905,NA
"UCE-1217","One_class","Mixture",62,0.5082,4.3406,0.9306,12,5.0009,NA
"UCE-121","One_class","Mixture",14,0.1522,0.0343,0.0107,3,0.0586,NA
"UCE-1224","One_class","Mixture",0,0,0.0068,0.002,0,0.0091,NA
"UCE-1225","One_class","Mixture",28,0.2414,0.3652,0.087,7,1.1976,NA
"UCE-1222","One_class","Mixture",22,0.3056,1.8095,0.5901,5,4.8838,NA
"UCE-1230","One_class","Mixture",2,0.0625,0.2629,0.0969,1,0.4405,NA
"UCE-1232","One_class","Mixture",48,0.4286,0.5775,0.1197,12,0.9167,NA
"UCE-1233","One_class","Mixture",0,0,0.1268,0.0543,0,0.341,NA
"UCE-1236","One_class","Mixture",72,0.6102,0.9469,0.1747,16,2.2337,NA
"UCE-1234","One_class","Mixture",22,0.1375,1.3059,0.3132,2,3.6557,NA
"UCE-1241","One_class","Mixture",0,0,0.0264,0.0094,0,0.0387,NA
"UCE-1239","One_class","Mixture",52,0.4643,3.7161,0.7018,9,7.8095,NA
"UCE-1243","One_class","Mixture",0,0,0.0884,0.0394,0,0.3385,NA
"UCE-1242","One_class","Mixture",90,0.75,0.9501,0.1478,14,2.7109,NA
"UCE-1245","One_class","Mixture",30,0.2542,0.2368,0.0576,7,0.4863,NA
"UCE-1250","One_class","Mixture",0,0,0.0022,6e-04,0,0.0056,NA
"UCE-124","One_class","Mixture",0,0,0.0068,0.0027,0,0.0224,NA
"UCE-1251","One_class","Mixture",26,0.3421,0.1636,0.0372,6,0.2218,NA
"UCE-1252","One_class","Mixture",30,0.283,2.0311,0.4847,5,3.3628,NA
"UCE-1255","One_class","Mixture",56,0.459,0.601,0.1084,9,1.0641,NA
"UCE-1253","One_class","Mixture",40,0.3636,0.8441,0.2149,5,1.4478,NA
"UCE-1256","One_class","Mixture",38,0.3654,1.8852,0.3567,7,5.7821,NA
"UCE-1257","One_class","Mixture",78,0.75,0.7512,0.236,17,2.1488,NA
"UCE-1263","One_class","Mixture",10,0.4545,1.3683,0.3858,2,2.4857,NA
"UCE-125","One_class","Mixture",36,0.3273,0.4532,0.1199,8,1.0032,NA
"UCE-1260","One_class","Mixture",30,0.2174,0.1415,0.0192,7,0.3505,NA
"UCE-1264","One_class","Mixture",28,0.2642,0.1529,0.064,6,0.4187,NA
"UCE-1265","One_class","Mixture",4,0.0435,0.0531,0.0169,2,0.1393,NA
"UCE-1267","One_class","Mixture",52,0.4127,0.3296,0.0702,9,0.8966,NA
"UCE-1270","One_class","Mixture",0,0,0.2293,0.0642,0,0.8124,NA
"UCE-1268","One_class","Mixture",0,0,0.0601,0.0344,0,0.1826,NA
"UCE-1271","One_class","Mixture",92,0.575,1.1263,0.2081,16,2.913,NA
"UCE-1272","One_class","Mixture",56,0.3944,0.7877,0.1461,12,1.5234,NA
"UCE-1276","One_class","Mixture",60,0.4762,0.445,0.1211,13,1.31,NA
"UCE-1277","One_class","Mixture",36,0.3103,0.7789,0.1558,6,1.9205,NA
"UCE-127","One_class","Mixture",24,0.24,0.1771,0.0524,4,0.5024,NA
"UCE-1278","One_class","Mixture",96,0.5275,1.2012,0.169,17,1.9137,NA
"UCE-1281","One_class","Mixture",16,0.1404,0.1268,0.0219,5,0.186,NA
"UCE-1285","One_class","Mixture",80,0.6897,4.6902,0.7028,16,10.5787,NA
"UCE-1288","One_class","Mixture",0,0,0.0317,0.0085,0,0.0812,NA
"UCE-128","One_class","Mixture",0,0,0.0536,0.016,0,0.1546,NA
"UCE-1291","One_class","Mixture",56,0.4375,1.1172,0.258,7,1.8719,NA
"UCE-1290","One_class","Mixture",28,0.2295,0.4654,0.0933,4,0.9637,NA
"UCE-1295","One_class","Mixture",42,0.2838,0.2033,0.0533,8,0.7136,NA
"UCE-1297","One_class","Mixture",62,0.5636,1.0228,0.1977,12,2.5098,NA
"UCE-1299","One_class","Mixture",68,0.4096,1.7931,0.3949,15,3.7128,NA
"UCE-129","One_class","Mixture",90,0.5233,3.1387,0.5439,18,6.9926,NA
"UCE-12","One_class","Mixture",20,0.1754,0.4179,0.1186,5,1.0272,NA
"UCE-1301","One_class","Mixture",64,0.5333,0.7521,0.1865,12,1.0515,NA
"UCE-1305","One_class","Mixture",64,0.5246,1.8953,0.5304,12,2.9486,NA
"UCE-1304","One_class","Mixture",84,0.5833,0.3598,0.0494,13,0.7505,NA
"UCE-1306","One_class","Mixture",6,0.0769,0.1503,0.0331,1,0.5513,NA
"UCE-1307","One_class","Mixture",82,0.519,0.8937,0.1545,12,1.8272,NA
"UCE-1313","One_class","Mixture",46,0.3594,1.2657,0.327,10,2.471,NA
"UCE-1311","One_class","Mixture",90,0.5769,1.3551,0.3075,19,6.9015,NA
"UCE-1314","One_class","Mixture",52,0.4643,1.0019,0.2757,10,1.7997,NA
"UCE-1309","One_class","Mixture",76,0.427,0.116,0.0314,13,0.3729,NA
"UCE-1319","One_class","Mixture",0,0,0.0143,0.0039,0,0.0281,NA
"UCE-131","One_class","Mixture",0,0,0.0073,0.0024,0,0.0072,NA
"UCE-1318","One_class","Mixture",40,0.3279,1.112,0.2375,6,1.6232,NA
"UCE-1324","One_class","Mixture",4,0.1538,0.2827,0.0924,1,0.4048,NA
"UCE-1323","One_class","Mixture",10,0.1282,0.1195,0.0264,3,0.3277,NA
"UCE-1322","One_class","Mixture",86,0.7167,0.9092,0.1865,18,2.7795,NA
"UCE-1326","One_class","Mixture",0,0,0.0091,0.0022,0,0.0105,NA
"UCE-1329","One_class","Mixture",70,0.5,0.7808,0.1909,14,2.2255,NA
"UCE-1334","One_class","Mixture",14,0.175,0.1057,0.0234,4,0.3364,NA
"UCE-132","One_class","Mixture",8,0.0816,0.0395,0.0079,2,0.0851,NA
"UCE-1333","One_class","Mixture",50,0.3165,0.2118,0.043,6,0.3877,NA
"UCE-1335","One_class","Mixture",0,0,6e-04,2e-04,0,0.001,NA
"UCE-1339","One_class","Mixture",48,0.5581,0.2186,0.062,9,0.4327,NA
"UCE-1336","One_class","Mixture",92,0.6301,1.8222,0.3507,17,4.5777,NA
"UCE-1342","One_class","Mixture",68,0.382,1.317,0.2429,14,3.0407,NA
"UCE-1344","One_class","Mixture",0,0,0.0391,0.0115,0,0.1243,NA
"UCE-1345","One_class","Mixture",36,0.439,1.765,0.4149,8,4.4621,NA
"UCE-1346","One_class","Mixture",82,0.6406,0.3495,0.0923,17,0.8208,NA
"UCE-1349","One_class","Mixture",22,0.2157,0.3036,0.081,4,0.7833,NA
"UCE-1348","One_class","Mixture",90,0.7377,1.5562,0.3096,17,4.1328,NA
"UCE-134","One_class","Mixture",68,0.5231,0.2467,0.0699,15,0.5435,NA
"UCE-1357","One_class","Mixture",10,0.1282,0.1581,0.0458,2,0.2505,NA
"UCE-1350","One_class","Mixture",72,0.5,3.5908,1.4407,14,3.8905,NA
"UCE-1354","One_class","Mixture",4,0.0317,0.0236,0.0047,1,0.0458,NA
"UCE-1351","One_class","Mixture",20,0.1515,0.0824,0.0183,4,0.2664,NA
"UCE-1359","One_class","Mixture",2,0.0588,0.1481,0.0464,1,0.4006,NA
"UCE-1361","One_class","Mixture",4,0.1538,0.2191,0.087,1,0.4801,NA
"UCE-1360","One_class","Mixture",12,0.1176,0.954,0.2555,4,2.0457,NA
"UCE-1358","One_class","Mixture",122,0.7011,0.289,0.0571,20,0.8535,NA
"UCE-1362","One_class","Mixture",30,0.2727,0.5141,0.0965,7,0.7271,NA
"UCE-1366","One_class","Mixture",70,0.5224,0.917,0.1421,8,1.4785,NA
"UCE-1367","One_class","Mixture",36,0.375,0.8688,0.1651,5,2.0854,NA
"UCE-1363","One_class","Mixture",120,0.6522,1.9918,0.3281,23,4.3033,NA
"UCE-1371","One_class","Mixture",12,0.15,0.0284,0.0053,2,0.0901,NA
"UCE-1368","One_class","Mixture",88,0.7213,0.5197,0.1373,16,1.3064,NA
"UCE-136","One_class","Mixture",64,0.5333,1.8368,0.3744,12,3.2783,NA
"UCE-1374","One_class","Mixture",10,0.1111,0.3355,0.0787,3,1.1592,NA
"UCE-1375","One_class","Mixture",18,0.1765,0.2357,0.0724,5,0.521,NA
"UCE-1381","One_class","Mixture",0,0,0.0305,0.0087,0,0.0513,NA
"UCE-1376","One_class","Mixture",122,0.7093,1.3332,0.2379,25,5.6735,NA
"UCE-1378","One_class","Mixture",72,0.5455,1.4158,0.2772,17,7.0184,NA
"UCE-1383","One_class","Mixture",46,0.4182,0.0281,0.0073,8,0.055,NA
"UCE-1384","One_class","Mixture",0,0,0.0566,0.0178,0,0.1135,NA
"UCE-1385","One_class","Mixture",58,0.3718,1.8412,0.3503,13,4.4291,NA
"UCE-1389","One_class","Mixture",72,0.4865,0.8217,0.173,11,1.9989,NA
"UCE-1390","One_class","Mixture",72,0.5294,1.5322,0.2649,13,1.7984,NA
"UCE-1393","One_class","Mixture",0,0,0.0177,0.0052,0,0.0278,NA
"UCE-1392","One_class","Mixture",6,0.0667,0.0126,0.0021,1,0.0355,NA
"UCE-1039","One_class","Mixture",32,0.2286,0.0706,0.0232,8,0.1788,NA
"UCE-1394","One_class","Mixture",58,0.4915,0.337,0.0933,9,0.5804,NA
"UCE-1395","One_class","Mixture",16,0.1667,0.0796,0.0194,5,0.2039,NA
"UCE-1396","One_class","Mixture",6,0.3333,0.2199,0.0755,2,0.3774,NA
"UCE-1397","One_class","Mixture",18,0.2093,0.2503,0.0513,5,0.619,NA
"UCE-139","One_class","Mixture",34,0.3542,0.4977,0.1186,6,1.6956,NA
"UCE-1402","One_class","Mixture",0,0,0.0266,0.0065,0,0.0371,NA
"UCE-1403","One_class","Mixture",60,0.5357,1.1548,0.3812,12,2.8925,NA
"UCE-1405","One_class","Mixture",22,0.1746,0.1858,0.0373,4,0.3253,NA
"UCE-1410","One_class","Mixture",28,0.3111,0.3455,0.0963,6,0.51,NA
"UCE-1412","One_class","Mixture",98,0.7903,2.4662,0.3696,19,4.9998,NA
"UCE-1415","One_class","Mixture",48,0.3934,0.6117,0.147,10,1.1457,NA
"UCE-1413","One_class","Mixture",64,0.5517,0.4234,0.115,12,1.8968,NA
"UCE-1417","One_class","Mixture",32,0.2712,0.2972,0.0544,5,0.5018,NA
"UCE-1420","One_class","Mixture",68,0.5397,0.9576,0.167,11,1.5678,NA
"UCE-1419","One_class","Mixture",40,0.3509,0.4104,0.0828,8,0.9868,NA
"UCE-1422","One_class","Mixture",0,0,0.131,0.0497,0,0.546,NA
"UCE-1424","One_class","Mixture",12,0.15,0.2453,0.0745,3,0.9242,NA
"UCE-1423","One_class","Mixture",82,0.5062,1.4019,0.3564,15,3.8173,NA
"UCE-142","One_class","Mixture",0,0,0.1421,0.0468,0,0.1698,NA
"UCE-1427","One_class","Mixture",66,0.55,0.2872,0.0743,14,0.6597,NA
"UCE-1425","One_class","Mixture",98,0.5568,1.2453,0.1905,16,2.6058,NA
"UCE-1430","One_class","Mixture",0,0,0,0,0,0,NA
"UCE-1434","One_class","Mixture",38,0.3958,0.6924,0.1138,7,1.0257,NA
"UCE-1438","One_class","Mixture",0,0,0.0024,8e-04,0,0.0046,NA
"UCE-1435","One_class","Mixture",0,0,0.0169,0.0076,0,0.0421,NA
"UCE-1442","One_class","Mixture",68,0.7391,2.6913,0.6397,16,3.9896,NA
"UCE-1446","One_class","Mixture",94,0.6104,1.6359,0.3204,17,3.8962,NA
"UCE-144","One_class","Mixture",0,0,0.002,7e-04,0,0.0028,NA
"UCE-1447","One_class","Mixture",6,0.0588,0.1538,0.0261,2,0.5043,NA
"UCE-1450","One_class","Mixture",0,0,0.0552,0.017,0,0.1477,NA
"UCE-1451","One_class","Mixture",40,0.3333,1.3917,0.7037,8,5.7212,NA
"UCE-1453","One_class","Mixture",84,0.7636,0.6212,0.1746,15,2.0599,NA
"UCE-1457","One_class","Mixture",24,0.3077,0.3235,0.0812,6,0.8613,NA
"UCE-1454","One_class","Mixture",98,0.6203,0.9663,0.1684,17,2.1211,NA
"UCE-1456","One_class","Mixture",100,0.6494,2.0388,0.4189,21,4.763,NA
"UCE-1458","One_class","Mixture",14,0.0986,0.2264,0.0402,4,0.5927,NA
"UCE-1462","One_class","Mixture",32,0.2623,0.349,0.0775,7,0.6416,NA
"UCE-1466","One_class","Mixture",2,0.0588,0.3634,0.1879,1,1.9902,NA
"UCE-1463","One_class","Mixture",64,0.5246,1.8201,0.288,10,4.0284,NA
"UCE-1467","One_class","Mixture",28,0.3043,0.41,0.0988,3,0.7874,NA
"UCE-1468","One_class","Mixture",68,0.4595,2.2563,0.6184,13,10.7911,NA
"UCE-146","One_class","Mixture",44,0.3235,0.0361,0.0121,10,0.0718,NA
"UCE-1470","One_class","Mixture",90,0.7377,1.4137,0.3095,18,2.8032,NA
"UCE-1469","One_class","Mixture",122,0.7262,0.745,0.125,25,1.396,NA
"UCE-1474","One_class","Mixture",72,0.439,0.8192,0.198,16,2.7696,NA
"UCE-1476","One_class","Mixture",44,0.4151,1.6178,0.3752,10,2.8131,NA
"UCE-1477","One_class","Mixture",92,0.7797,3.307,0.5889,18,8.8541,NA
"UCE-1478","One_class","Mixture",46,0.2911,0.6917,0.1577,6,1.7442,NA
"UCE-1480","One_class","Mixture",6,0.0625,0.0195,0.0039,2,0.0471,NA
"UCE-147","One_class","Mixture",40,0.4,0.6895,0.1231,9,2.8472,NA
"UCE-1482","One_class","Mixture",10,0.0943,0.5521,0.0949,3,1.9204,NA
"UCE-1483","One_class","Mixture",44,0.5116,1.0837,0.2275,9,2.1534,NA
"UCE-1484","One_class","Mixture",30,0.3191,0.245,0.068,6,0.5093,NA
"UCE-1485","One_class","Mixture",50,0.3289,0.545,0.0894,10,0.9498,NA
"UCE-1488","One_class","Mixture",16,0.1778,0.132,0.0678,4,0.3181,NA
"UCE-1489","One_class","Mixture",0,0,0.0266,0.0075,0,0.0579,NA
"UCE-148","One_class","Mixture",16,0.1509,0.0034,7e-04,4,0.0133,NA
"UCE-1490","One_class","Mixture",46,0.434,0.651,0.1205,8,1.2082,NA
"UCE-1492","One_class","Mixture",56,0.3182,0.2118,0.0542,11,0.7106,NA
"UCE-1497","One_class","Mixture",40,0.2778,0.6233,0.0918,5,1.6841,NA
"UCE-1498","One_class","Mixture",2,0.0625,0.1091,0.0345,1,0.2821,NA
"UCE-1499","One_class","Mixture",50,0.3788,1.2701,0.2893,11,5.5734,NA
"UCE-14","One_class","Mixture",18,0.2812,1.1164,0.2918,3,1.8918,NA
"UCE-1501","One_class","Mixture",32,0.3077,0.522,0.1723,8,1.7547,NA
"UCE-149","One_class","Mixture",98,0.7424,0.4224,0.087,19,0.8114,NA
"UCE-1504","One_class","Mixture",10,0.2941,0.6417,0.2095,4,1.9119,NA
"UCE-1500","One_class","Mixture",32,0.2909,0.8647,0.1628,6,1.7126,NA
"UCE-1507","One_class","Mixture",2,0.0625,0.03,0.0072,1,0.0763,NA
"UCE-1506","One_class","Mixture",28,0.2373,0.4704,0.1441,5,1.4087,NA
"UCE-1509","One_class","Mixture",0,0,0.0102,0.0035,0,0.0176,NA
"UCE-1508","One_class","Mixture",32,0.3556,1.5487,0.3575,5,7.6545,NA
"UCE-1511","One_class","Mixture",0,0,0.0898,0.0269,0,0.2505,NA
"UCE-1512","One_class","Mixture",4,0.2,0.3922,0.1267,1,0.6724,NA
"UCE-1514","One_class","Mixture",46,0.451,0.5641,0.155,10,1.6135,NA
"UCE-1520","One_class","Mixture",54,0.4655,1.1846,0.3053,12,1.975,NA
"UCE-1528","One_class","Mixture",0,0,0.0085,0.0018,0,0.0314,NA
"UCE-1526","One_class","Mixture",112,0.6747,1.3956,0.3409,14,4.9814,NA
"UCE-1523","One_class","Mixture",22,0.1897,0.586,0.1116,6,1.0593,NA
"UCE-1529","One_class","Mixture",32,0.3721,0.0577,0.0182,8,0.1548,NA
"UCE-1531","One_class","Mixture",0,0,0.02,0.0062,0,0.0324,NA
"UCE-1530","One_class","Mixture",12,0.1224,0.0349,0.0069,4,0.1177,NA
"UCE-1533","One_class","Mixture",14,0.1795,0.0171,0.0093,4,0.042,NA
"UCE-1539","One_class","Mixture",12,0.1429,0.0167,0.0033,3,0.0528,NA
