"Locus_name","tree_1","tree_2","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance"
"UCE-1041","One_class","Mixture",76,0.5846,2.1476,0.4488,15,9.4475,NA
"UCE-1060","One_class","Mixture",20,0.2174,0.7591,0.1377,5,1.9665,NA
"UCE-1056","One_class","Mixture",102,0.6623,4.7619,1.3434,20,10.0032,NA
"UCE-1059","One_class","Mixture",24,0.2264,0.504,0.1666,3,1.6619,NA
"UCE-1052","One_class","Mixture",116,0.617,0.2394,0.0359,15,0.3944,NA
"UCE-1064","One_class","Mixture",12,0.1333,0.018,0.003,3,0.0436,NA
"UCE-106","One_class","Mixture",0,0,0.0134,0.0044,0,0.0342,NA
"UCE-1061","One_class","Mixture",72,0.5294,0.8753,0.2352,10,2.3417,NA
"UCE-1065","One_class","Mixture",2,0.0588,0.387,0.1008,1,1.1229,NA
"UCE-1083","One_class","Mixture",0,0,0.0303,0.0098,0,0.0599,NA
"UCE-1053","One_class","Mixture",110,0.5851,0.4717,0.0808,21,0.8918,NA
"UCE-1063","One_class","Mixture",98,0.5904,0.7155,0.1185,11,1.3841,NA
"UCE-1062","One_class","Mixture",62,0.5636,2.0413,0.4814,10,7.1985,NA
"UCE-1068","One_class","Mixture",60,0.566,1.711,0.4298,11,2.0163,NA
"UCE-1077","One_class","Mixture",36,0.2951,0.4377,0.1034,6,0.9671,NA
"UCE-1069","One_class","Mixture",54,0.4655,1.1102,0.2566,11,4.213,NA
"UCE-1085","One_class","Mixture",36,0.3158,0.9031,0.2071,5,1.713,NA
"UCE-1072","One_class","Mixture",28,0.2745,0.5541,0.1521,4,1.3579,NA
"UCE-1081","One_class","Mixture",22,0.2,0.1264,0.0418,4,0.1727,NA
"UCE-1084","One_class","Mixture",28,0.2593,0.1853,0.0439,4,0.3391,NA
"UCE-1070","One_class","Mixture",96,0.6154,1.8094,0.2959,16,2.2748,NA
"UCE-1092","One_class","Mixture",4,0.0513,0.135,0.0321,1,0.5939,NA
"UCE-1100","One_class","Mixture",0,0,0.0445,0.0139,0,0.1274,NA
"UCE-1090","One_class","Mixture",98,0.7778,6.6609,1.5169,19,22.9901,NA
"UCE-1088","One_class","Mixture",26,0.3824,1e-04,0,7,2e-04,NA
"UCE-110","One_class","Mixture",2,0.0588,0.0509,0.0149,1,0.1885,NA
"UCE-1102","One_class","Mixture",24,0.2264,0.0931,0.0321,4,0.2212,NA
"UCE-111","One_class","Mixture",0,0,0.0392,0.0159,0,0.0848,NA
"UCE-1093","One_class","Mixture",58,0.4394,0.271,0.0675,10,0.4102,NA
"UCE-1119","One_class","Mixture",0,0,0.0628,0.0179,0,0.1312,NA
"UCE-1107","One_class","Mixture",32,0.2581,0.4073,0.1062,6,0.9063,NA
"UCE-1123","One_class","Mixture",0,0,0.0075,0.0025,0,0.0141,NA
"UCE-1101","One_class","Mixture",58,0.3625,0.9575,0.194,10,2.4133,NA
"UCE-1094","One_class","Mixture",114,0.6951,0.7423,0.1392,21,1.5948,NA
"UCE-1113","One_class","Mixture",0,0,0.0165,0.0041,0,0.0461,NA
"UCE-1121","One_class","Mixture",26,0.2549,0.5457,0.1183,4,1.2743,NA
"UCE-1122","One_class","Mixture",62,0.5254,1.4459,0.2501,12,4.3832,NA
"UCE-1120","One_class","Mixture",48,0.5581,1.018,0.2752,8,2.5681,NA
"UCE-1127","One_class","Mixture",46,0.4107,0.8169,0.2037,7,1.1089,NA
"UCE-1110","One_class","Mixture",84,0.4615,0.2151,0.0357,15,0.5182,NA
"UCE-1098","One_class","Mixture",94,0.5732,1.0005,0.1841,17,2.1721,NA
"UCE-1136","One_class","Mixture",4,0.1333,0.2131,0.0584,1,0.4614,NA
"UCE-1131","One_class","Mixture",100,0.7143,2.0253,0.594,16,3.9416,NA
"UCE-1135","One_class","Mixture",20,0.1887,0.4562,0.1778,4,1.1077,NA
"UCE-1139","One_class","Mixture",6,0.25,0.0273,0.0084,2,0.0298,NA
"UCE-1133","One_class","Mixture",46,0.3651,0.4225,0.0788,7,0.664,NA
"UCE-114","One_class","Mixture",0,0,0.0069,0.002,0,0.0128,NA
"UCE-1141","One_class","Mixture",66,0.6735,1.2428,0.2949,11,1.7093,NA
"UCE-1148","One_class","Mixture",16,0.1455,0.0094,0.0018,3,0.0376,NA
"UCE-1128","One_class","Mixture",42,0.2877,1.1421,0.6393,9,5.6497,NA
"UCE-1138","One_class","Mixture",56,0.459,0.481,0.0938,11,1.2793,NA
"UCE-1143","One_class","Mixture",14,0.1321,1.3115,0.3683,3,4.9902,NA
"UCE-1149","One_class","Mixture",62,0.5345,0.7241,0.174,13,0.8307,NA
"UCE-1157","One_class","Mixture",6,0.1,0.0266,0.0061,2,0.1063,NA
"UCE-1158","One_class","Mixture",2,0.0263,0.0118,0.0048,1,0.0359,NA
"UCE-1168","One_class","Mixture",0,0,3e-04,1e-04,0,5e-04,NA
"UCE-1161","One_class","Mixture",0,0,0.0327,0.0091,0,0.1141,NA
"UCE-1159","One_class","Mixture",36,0.3214,1.4872,0.1991,8,1.6316,NA
"UCE-1155","One_class","Mixture",38,0.3878,0.9105,0.174,9,1.3357,NA
"UCE-1150","One_class","Mixture",48,0.4444,0.704,0.17,12,2.7887,NA
"UCE-1163","One_class","Mixture",62,0.5536,0.5593,0.1137,12,0.8788,NA
"UCE-1167","One_class","Mixture",50,0.4808,1.1436,0.1873,13,2.5391,NA
"UCE-1162","One_class","Mixture",32,0.2712,0.1803,0.0382,7,0.6586,NA
"UCE-1170","One_class","Mixture",18,0.1607,0.1873,0.0434,4,0.5265,NA
"UCE-1174","One_class","Mixture",36,0.3396,0.3839,0.0874,7,0.7462,NA
"UCE-1173","One_class","Mixture",62,0.5439,0.3557,0.0642,10,0.4044,NA
"UCE-1172","One_class","Mixture",78,0.5735,0.4908,0.0973,15,1.575,NA
"UCE-1182","One_class","Mixture",0,0,0.0361,0.0118,0,0.0903,NA
"UCE-1176","One_class","Mixture",20,0.2222,0.0509,0.0211,6,0.1585,NA
"UCE-1154","One_class","Mixture",80,0.5,1.3011,0.2628,17,2.8405,NA
"UCE-1178","One_class","Mixture",14,0.1228,0.0232,0.0053,3,0.049,NA
"UCE-1169","One_class","Mixture",18,0.2812,0.0274,0.0172,6,0.0716,NA
"UCE-115","One_class","Mixture",28,0.2,0.1284,0.025,7,0.7122,NA
"UCE-1185","One_class","Mixture",0,0,0.028,0.0097,0,0.0838,NA
"UCE-1181","One_class","Mixture",38,0.3016,0.6779,0.1366,10,1.3453,NA
"UCE-1183","One_class","Mixture",24,0.3077,0.2758,0.0506,8,0.6422,NA
"UCE-1190","One_class","Mixture",0,0,0.0379,0.0142,0,0.103,NA
"UCE-117","One_class","Mixture",26,0.1831,0.2392,0.1106,6,1.0741,NA
"UCE-1192","One_class","Mixture",6,0.0833,0.009,0.0019,2,0.0281,NA
"UCE-1191","One_class","Mixture",48,0.3692,0.4772,0.095,11,0.8554,NA
"UCE-1187","One_class","Mixture",28,0.2745,0.2932,0.0651,8,0.6702,NA
"UCE-1188","One_class","Mixture",36,0.3273,0.0548,0.0151,8,0.1552,NA
"UCE-119","One_class","Mixture",0,0,0.0048,0.0014,0,0.0051,NA
"UCE-1194","One_class","Mixture",0,0,0.0814,0.0314,0,0.2629,NA
"UCE-1193","One_class","Mixture",26,0.2453,1.2243,0.2364,6,3.4079,NA
"UCE-1200","One_class","Mixture",14,0.1346,0.7462,0.2366,2,2.0844,NA
"UCE-120","One_class","Mixture",2,0.0769,0.047,0.0133,1,0.1046,NA
"UCE-11","One_class","Mixture",34,0.3208,0.5003,0.1146,5,0.664,NA
"UCE-1202","One_class","Mixture",8,0.1026,0.2717,0.0754,3,0.7194,NA
"UCE-1204","One_class","Mixture",52,0.4483,0.4844,0.1159,6,1.0934,NA
"UCE-1203","One_class","Mixture",30,0.2419,0.178,0.0716,7,0.5398,NA
"UCE-1201","One_class","Mixture",30,0.2778,0.1635,0.0396,6,0.4142,NA
"UCE-1207","One_class","Mixture",16,0.1702,0.4771,0.1407,3,1.0977,NA
"UCE-1212","One_class","Mixture",38,0.3585,0.6581,0.1891,6,0.8127,NA
"UCE-1209","One_class","Mixture",60,0.5455,0.3135,0.0658,11,0.4396,NA
"UCE-1219","One_class","Mixture",0,0,0.2676,0.0856,0,0.5986,NA
"UCE-1206","One_class","Mixture",70,0.4268,0.6014,0.1024,10,1.2218,NA
"UCE-1211","One_class","Mixture",20,0.1852,0.1233,0.0252,5,0.2347,NA
"UCE-1210","One_class","Mixture",80,0.5195,0.8152,0.1476,15,3.7176,NA
"UCE-1215","One_class","Mixture",30,0.2632,0.2754,0.0822,8,0.7939,NA
"UCE-1224","One_class","Mixture",0,0,0.004,0.0011,0,0.0043,NA
"UCE-1216","One_class","Mixture",40,0.3922,1.026,0.2444,7,2.3143,NA
"UCE-1233","One_class","Mixture",0,0,0.1622,0.0722,0,0.463,NA
"UCE-1222","One_class","Mixture",30,0.4167,1.7898,0.5353,7,2.9587,NA
"UCE-1230","One_class","Mixture",2,0.0625,0.2685,0.0979,1,0.4779,NA
"UCE-1217","One_class","Mixture",52,0.4262,3.0428,0.8214,7,4.3205,NA
"UCE-121","One_class","Mixture",14,0.1522,0.0491,0.0271,5,0.1397,NA
"UCE-1225","One_class","Mixture",46,0.4035,1.5498,0.4779,9,4.5726,NA
"UCE-1205","One_class","Mixture",84,0.5833,2.139,0.4044,15,4.2321,NA
"UCE-1243","One_class","Mixture",0,0,0.0137,0.0044,0,0.034,NA
"UCE-1241","One_class","Mixture",0,0,0.0261,0.009,0,0.039,NA
"UCE-1232","One_class","Mixture",48,0.4286,0.4923,0.1006,12,0.8975,NA
"UCE-1239","One_class","Mixture",38,0.3393,0.9906,0.1796,10,1.8627,NA
"UCE-124","One_class","Mixture",0,0,0.0062,0.0024,0,0.0187,NA
"UCE-1236","One_class","Mixture",66,0.5593,0.745,0.1448,12,1.8269,NA
"UCE-1250","One_class","Mixture",0,0,0.0143,0.0043,0,0.036,NA
"UCE-1251","One_class","Mixture",22,0.2895,0.0813,0.0219,5,0.1169,NA
"UCE-1246","One_class","Mixture",2,0.0196,0.0319,0.0108,1,0.0575,NA
"UCE-1245","One_class","Mixture",42,0.3559,0.4311,0.0635,11,0.6043,NA
"UCE-1242","One_class","Mixture",58,0.4833,0.4842,0.0838,13,1.0965,NA
"UCE-1263","One_class","Mixture",8,0.3636,0.4975,0.1273,2,0.7508,NA
"UCE-1234","One_class","Mixture",58,0.3625,1.7249,0.3325,8,3.3564,NA
"UCE-1252","One_class","Mixture",56,0.5283,3.4182,0.6163,8,6.3941,NA
"UCE-1253","One_class","Mixture",24,0.2182,0.1208,0.0466,5,0.2121,NA
"UCE-1255","One_class","Mixture",46,0.377,0.4068,0.0859,9,0.7687,NA
"UCE-1256","One_class","Mixture",46,0.4423,1.8687,0.3316,8,4.5055,NA
"UCE-1257","One_class","Mixture",80,0.7692,0.9783,0.2936,16,4.3942,NA
"UCE-125","One_class","Mixture",30,0.2727,0.4879,0.1159,8,1.7215,NA
"UCE-1265","One_class","Mixture",8,0.087,0.0037,7e-04,2,0.011,NA
"UCE-1270","One_class","Mixture",0,0,0.2036,0.0571,0,0.7348,NA
"UCE-1268","One_class","Mixture",0,0,0.2588,0.1634,0,0.8651,NA
"UCE-1264","One_class","Mixture",18,0.1698,0.4726,0.1993,3,1.289,NA
"UCE-1260","One_class","Mixture",24,0.1739,0.1273,0.0197,5,0.2522,NA
"UCE-1267","One_class","Mixture",52,0.4127,0.2213,0.0465,8,0.4335,NA
"UCE-1288","One_class","Mixture",0,0,0.0115,0.0038,0,0.0294,NA
"UCE-128","One_class","Mixture",0,0,0.0739,0.0221,0,0.1899,NA
"UCE-1276","One_class","Mixture",54,0.4286,0.6187,0.1456,12,1.432,NA
"UCE-1272","One_class","Mixture",62,0.4366,0.4753,0.0717,9,0.9292,NA
"UCE-1281","One_class","Mixture",12,0.1053,0.1467,0.0315,5,0.198,NA
"UCE-127","One_class","Mixture",4,0.04,0.0144,0.0027,2,0.0213,NA
"UCE-1277","One_class","Mixture",14,0.1207,0.3417,0.0986,3,0.5657,NA
"UCE-1290","One_class","Mixture",28,0.2295,0.2432,0.0508,5,0.625,NA
"UCE-1285","One_class","Mixture",64,0.5517,1.9262,0.3983,12,3.3918,NA
"UCE-1271","One_class","Mixture",72,0.45,0.7524,0.1435,12,1.7148,NA
"UCE-1297","One_class","Mixture",46,0.4182,0.5206,0.094,11,1.4336,NA
"UCE-1298","One_class","Mixture",84,0.7925,0.9803,0.2438,18,3.0313,NA
"UCE-1291","One_class","Mixture",28,0.2188,0.4003,0.1188,3,0.8981,NA
"UCE-12","One_class","Mixture",30,0.2632,0.2132,0.0629,8,0.4255,NA
"UCE-1300","One_class","Mixture",54,0.4576,1.6138,0.2985,9,2.5328,NA
"UCE-1278","One_class","Mixture",72,0.3956,0.418,0.0913,13,0.9041,NA
"UCE-129","One_class","Mixture",82,0.4767,1.5905,0.2314,17,2.7734,NA
"UCE-1295","One_class","Mixture",54,0.3649,0.1731,0.0423,12,0.4861,NA
"UCE-1319","One_class","Mixture",0,0,0.0137,0.0036,0,0.0258,NA
"UCE-1304","One_class","Mixture",82,0.5694,0.2808,0.0449,10,0.4299,NA
"UCE-1306","One_class","Mixture",4,0.0513,0.0665,0.0177,2,0.3223,NA
"UCE-1305","One_class","Mixture",70,0.5738,1.2293,0.3207,15,1.9302,NA
"UCE-131","One_class","Mixture",0,0,0.0074,0.0023,0,0.0067,NA
"UCE-1301","One_class","Mixture",60,0.5,0.4563,0.1222,15,0.872,NA
"UCE-1299","One_class","Mixture",88,0.5301,1.9258,0.4073,15,2.6985,NA
"UCE-1307","One_class","Mixture",42,0.2658,0.2766,0.0789,5,0.7967,NA
"UCE-1314","One_class","Mixture",38,0.3393,0.4329,0.099,11,1.3043,NA
"UCE-1323","One_class","Mixture",2,0.0256,0.0111,0.0041,1,0.0279,NA
"UCE-1326","One_class","Mixture",0,0,0.0067,0.0016,0,0.0089,NA
"UCE-1318","One_class","Mixture",62,0.5082,1.582,0.2473,12,2.6589,NA
"UCE-1322","One_class","Mixture",94,0.7833,1.0014,0.1882,20,3.838,NA
"UCE-1324","One_class","Mixture",6,0.2308,0.2427,0.0693,1,0.3205,NA
"UCE-1313","One_class","Mixture",54,0.4219,0.9156,0.1625,12,2.0888,NA
"UCE-1311","One_class","Mixture",94,0.6026,0.8871,0.2019,15,4.3152,NA
"UCE-1335","One_class","Mixture",2,0.0667,2e-04,1e-04,1,3e-04,NA
"UCE-1309","One_class","Mixture",94,0.5281,0.1199,0.0215,16,0.2706,NA
"UCE-1334","One_class","Mixture",16,0.2,0.5336,0.1093,4,2.1725,NA
"UCE-132","One_class","Mixture",4,0.0408,0.1058,0.0232,2,0.1747,NA
"UCE-1329","One_class","Mixture",60,0.4286,0.8583,0.2155,8,2.1665,NA
"UCE-1339","One_class","Mixture",30,0.3488,0.2121,0.0568,7,0.4281,NA
"UCE-1344","One_class","Mixture",0,0,0.0336,0.0096,0,0.0925,NA
"UCE-1345","One_class","Mixture",42,0.5122,2.3396,0.5299,11,9.1877,NA
"UCE-1348","One_class","Mixture",84,0.6774,1.2604,0.2658,16,2.9846,NA
"UCE-1346","One_class","Mixture",84,0.6562,0.2216,0.0471,18,0.4782,NA
"UCE-1333","One_class","Mixture",32,0.2025,0.1887,0.0401,7,0.2757,NA
"UCE-1349","One_class","Mixture",20,0.1961,0.4116,0.1406,5,0.6637,NA
"UCE-1354","One_class","Mixture",20,0.1587,0.4831,0.1198,4,1.8583,NA
"UCE-134","One_class","Mixture",60,0.4688,0.9676,0.1949,14,3.8026,NA
"UCE-1357","One_class","Mixture",8,0.1026,0.1862,0.0455,1,0.3306,NA
"UCE-1359","One_class","Mixture",2,0.0588,0.1413,0.0442,1,0.3852,NA
"UCE-1351","One_class","Mixture",54,0.4154,0.3066,0.0608,6,0.3616,NA
"UCE-1361","One_class","Mixture",4,0.1538,0.1996,0.08,1,0.4426,NA
"UCE-1336","One_class","Mixture",64,0.4384,0.5523,0.1411,13,1.8713,NA
"UCE-1342","One_class","Mixture",104,0.5843,0.7602,0.1385,20,1.4197,NA
"UCE-1360","One_class","Mixture",8,0.0784,0.1277,0.0683,1,0.6109,NA
"UCE-1367","One_class","Mixture",14,0.1458,0.0724,0.0226,4,0.1721,NA
"UCE-1358","One_class","Mixture",104,0.5977,0.2126,0.0428,20,0.5564,NA
"UCE-1350","One_class","Mixture",74,0.5139,1.2734,0.2965,14,4.1571,NA
"UCE-1362","One_class","Mixture",16,0.1455,0.092,0.0274,3,0.0823,NA
"UCE-1368","One_class","Mixture",94,0.7705,0.6958,0.1454,16,1.2305,NA
"UCE-1366","One_class","Mixture",24,0.1791,0.2721,0.0643,5,0.4158,NA
"UCE-1371","One_class","Mixture",10,0.125,0.0183,0.0036,2,0.0404,NA
"UCE-1381","One_class","Mixture",0,0,0.0237,0.0068,0,0.0361,NA
"UCE-1375","One_class","Mixture",40,0.3922,1.35,0.2914,10,2.8409,NA
"UCE-136","One_class","Mixture",30,0.25,0.2049,0.065,10,0.4716,NA
"UCE-1384","One_class","Mixture",0,0,0.0467,0.0123,0,0.1014,NA
"UCE-1393","One_class","Mixture",0,0,0.0509,0.0173,0,0.1257,NA
"UCE-1378","One_class","Mixture",52,0.3939,0.5638,0.133,10,1.1576,NA
"UCE-1374","One_class","Mixture",18,0.2,0.0444,0.0108,5,0.1014,NA
"UCE-1396","One_class","Mixture",0,0,0.032,0.0111,0,0.0768,NA
"UCE-1383","One_class","Mixture",46,0.4182,0.0441,0.0104,9,0.1861,NA
"UCE-1392","One_class","Mixture",4,0.0444,0.0102,0.0018,1,0.0305,NA
"UCE-1363","One_class","Mixture",118,0.6413,1.1447,0.1823,20,2.3427,NA
"UCE-1397","One_class","Mixture",22,0.2558,0.3058,0.0703,7,0.5972,NA
"UCE-1390","One_class","Mixture",76,0.5672,1.2303,0.202,11,2.0227,NA
"UCE-1394","One_class","Mixture",52,0.4407,0.1812,0.0782,14,0.6329,NA
"UCE-1376","One_class","Mixture",96,0.5581,0.4568,0.0931,20,0.7452,NA
"UCE-139","One_class","Mixture",30,0.3125,0.2042,0.0707,6,0.4648,NA
"UCE-1395","One_class","Mixture",24,0.25,0.2466,0.0841,5,0.4311,NA
"UCE-1389","One_class","Mixture",76,0.5135,0.4984,0.1036,15,0.9652,NA
"UCE-1402","One_class","Mixture",2,0.0625,0.0388,0.0105,1,0.0765,NA
"UCE-1385","One_class","Mixture",52,0.3333,1.2865,0.2186,10,2.8866,NA
"UCE-1403","One_class","Mixture",56,0.5,0.6975,0.1683,10,0.9259,NA
"UCE-1405","One_class","Mixture",48,0.381,0.3092,0.0514,7,0.4735,NA
"UCE-1410","One_class","Mixture",12,0.1333,0.0165,0.005,2,0.0351,NA
"UCE-1422","One_class","Mixture",0,0,0.1572,0.0598,0,0.6575,NA
"UCE-1412","One_class","Mixture",90,0.7258,1.5617,0.263,16,3.4255,NA
"UCE-142","One_class","Mixture",0,0,0.165,0.0533,0,0.2183,NA
"UCE-1419","One_class","Mixture",24,0.2105,0.249,0.068,5,0.5082,NA
"UCE-1420","One_class","Mixture",58,0.4603,0.3191,0.0823,10,0.6249,NA
"UCE-1413","One_class","Mixture",80,0.6897,0.7196,0.1329,16,1.0449,NA
"UCE-1430","One_class","Mixture",4,0.1176,0.2527,0.1022,1,0.3853,NA
"UCE-1438","One_class","Mixture",0,0,0.0027,9e-04,0,0.0052,NA
"UCE-1417","One_class","Mixture",40,0.339,0.2243,0.0599,5,0.48,NA
"UCE-1415","One_class","Mixture",52,0.4262,0.9026,0.2111,9,1.3237,NA
"UCE-1435","One_class","Mixture",0,0,0.0166,0.0072,0,0.0383,NA
"UCE-1427","One_class","Mixture",76,0.6333,0.3,0.0737,15,0.6549,NA
"UCE-1423","One_class","Mixture",124,0.7654,2.2664,0.479,24,3.4693,NA
"UCE-1424","One_class","Mixture",4,0.05,0.0162,0.0027,1,0.0467,NA
"UCE-1434","One_class","Mixture",18,0.1875,0.3451,0.0735,4,0.8605,NA
"UCE-1447","One_class","Mixture",14,0.1373,0.3585,0.091,5,1.6619,NA
"UCE-144","One_class","Mixture",0,0,0.0016,5e-04,0,0.0022,NA
"UCE-1450","One_class","Mixture",6,0.1875,0.0675,0.0239,2,0.1055,NA
"UCE-1442","One_class","Mixture",66,0.7174,2.325,0.5834,13,4.4214,NA
"UCE-1425","One_class","Mixture",122,0.6932,1.5465,0.2067,22,2.2392,NA
"UCE-1466","One_class","Mixture",2,0.0588,2.0554,1.2777,1,13.6778,NA
"UCE-1451","One_class","Mixture",66,0.55,1.424,0.2696,11,2.9716,NA
"UCE-1457","One_class","Mixture",2,0.0256,0.0087,0.0016,1,0.017,NA
"UCE-1453","One_class","Mixture",84,0.7636,0.619,0.1573,17,2.1327,NA
"UCE-1446","One_class","Mixture",106,0.6883,1.8724,0.3518,19,4.1615,NA
"UCE-1462","One_class","Mixture",30,0.2459,0.3544,0.0789,5,0.6766,NA
"UCE-1454","One_class","Mixture",86,0.5443,0.8135,0.1593,21,1.4017,NA
"UCE-1467","One_class","Mixture",10,0.1087,0.1168,0.032,1,0.3014,NA
"UCE-1463","One_class","Mixture",72,0.5902,1.3891,0.2496,17,3.6702,NA
"UCE-1458","One_class","Mixture",20,0.1408,0.2352,0.0485,4,0.3571,NA
"UCE-1456","One_class","Mixture",102,0.6623,1.3001,0.254,17,2.7059,NA
"UCE-1470","One_class","Mixture",84,0.6885,0.8737,0.1723,16,1.9572,NA
"UCE-146","One_class","Mixture",50,0.3676,0.2871,0.0664,7,0.4657,NA
"UCE-147","One_class","Mixture",30,0.3061,0.1425,0.0355,7,0.3298,NA
"UCE-1476","One_class","Mixture",38,0.3585,1.105,0.288,6,3.2953,NA
"UCE-1468","One_class","Mixture",56,0.3784,1.8218,0.475,11,5.3033,NA
"UCE-1477","One_class","Mixture",82,0.6949,2.0351,0.4096,18,6.0693,NA
"UCE-1469","One_class","Mixture",90,0.5357,0.3284,0.0669,16,0.7435,NA
"UCE-1483","One_class","Mixture",38,0.4419,0.5905,0.1335,9,1.0478,NA
"UCE-1489","One_class","Mixture",0,0,0.0242,0.0066,0,0.0499,NA
"UCE-1478","One_class","Mixture",38,0.2405,0.3314,0.062,6,0.4382,NA
"UCE-1484","One_class","Mixture",48,0.5106,0.5034,0.0991,12,0.5509,NA
"UCE-1482","One_class","Mixture",12,0.1132,0.1972,0.0518,3,0.2376,NA
"UCE-1474","One_class","Mixture",76,0.4634,1.4073,0.2596,10,3.971,NA
"UCE-1488","One_class","Mixture",12,0.1333,0.511,0.1551,3,0.8965,NA
"UCE-1485","One_class","Mixture",42,0.2763,0.3236,0.0659,6,0.6145,NA
"UCE-1480","One_class","Mixture",20,0.2083,0.2426,0.0423,7,0.6295,NA
"UCE-1490","One_class","Mixture",16,0.1509,0.0499,0.0158,4,0.1267,NA
"UCE-14","One_class","Mixture",8,0.125,0.3024,0.0945,3,0.8333,NA
"UCE-148","One_class","Mixture",16,0.1509,0.0508,0.0147,3,0.0967,NA
"UCE-1498","One_class","Mixture",2,0.0625,0.1301,0.0356,1,0.3465,NA
"UCE-1504","One_class","Mixture",10,0.2941,0.6199,0.202,4,1.8476,NA
"UCE-1507","One_class","Mixture",8,0.25,0.4177,0.1142,1,0.9035,NA
"UCE-1499","One_class","Mixture",50,0.3788,0.6195,0.1419,10,2.0226,NA
"UCE-1501","One_class","Mixture",20,0.1923,0.2409,0.0459,5,0.4517,NA
"UCE-1512","One_class","Mixture",4,0.2,0.3718,0.1192,1,0.6266,NA
"UCE-1509","One_class","Mixture",0,0,0.0027,7e-04,0,0.0052,NA
"UCE-1511","One_class","Mixture",0,0,0.1064,0.0318,0,0.3156,NA
"UCE-1508","One_class","Mixture",28,0.3111,0.9305,0.2848,4,2.5071,NA
"UCE-1506","One_class","Mixture",66,0.5593,1.2076,0.2287,12,3.3362,NA
"UCE-1500","One_class","Mixture",10,0.0909,0.0757,0.0272,2,0.2207,NA
"UCE-149","One_class","Mixture",100,0.7576,0.4785,0.0902,21,0.832,NA
"UCE-1514","One_class","Mixture",58,0.5686,0.7051,0.153,12,1.4917,NA
"UCE-1497","One_class","Mixture",44,0.3056,0.3397,0.0529,11,0.6561,NA
"UCE-1523","One_class","Mixture",60,0.5172,1.5501,0.3833,9,2.8775,NA
"UCE-1492","One_class","Mixture",46,0.2614,0.0399,0.0133,11,0.12,NA
"UCE-1531","One_class","Mixture",0,0,0.0155,0.005,0,0.0251,NA
"UCE-1529","One_class","Mixture",32,0.3721,0.4932,0.2204,6,0.5536,NA
"UCE-1528","One_class","Mixture",6,0.0857,0.0073,0.0015,1,0.027,NA
"UCE-1520","One_class","Mixture",46,0.3966,0.7516,0.2557,10,1.4063,NA
